10.782978;106.700711
20.98832;105.854897
21.089142;105.990311
21.03982;105.84726
21.0811211;105.8180306
21.05121;105.78232
21.1560765;106.2223111
21.593151;105.8431043
21.0377269;106.1468067
21.1638526;105.9235646
21.33847;105.3673
21.0832037;106.2807861
21.0272212;106.0342099
21.0215063;105.8188748
21.1873402;106.0742958
21.0353984;106.1025755
21.0491;105.8831
21.0072;105.83572
21.00577;105.74842
21.01525;105.80013
21.02629;105.85109
21.01994;105.77056
21.1137452;105.9268934
21.1518069;106.1518796
21.02022;105.81232
21.04975;105.74187
21.1232473;106.2883295
21.2003445;105.9485439
21.1527453;106.111371
22.3221386;104.1214227
21.089142;105.990311
21.1518069;106.1518796
21.0377269;106.1468067
21.0353984;106.1025755
20.9454412;107.1306708
21.0832037;106.2807861
21.1560765;106.2223111
21.0201158;106.7004633
21.1232473;106.2883295
21.0357507;106.7641068
21.1527453;106.111371
20.9416;107.1158
21.0390377;107.0284572
21.0585079;106.5979359
16.46226;107.596351
13.998599;107.996482
